Geneid	Chr	Start	End	Strand	Length	gene_name
ENSG00000116670.15	chr1	11674480	11691650	-	17171	MAD2L2
ENSG00000162490.7	chr1	11691710	11725857	+	34148	DRAXIN
ENSG00000177674.16	chr1	11736084	11754802	+	18719	AGTRAP
ENSG00000215910.7	chr1	11761787	11789585	+	27799	C1orf167
ENSG00000177553.6	chr1	11777077	11779619	-	2543	C1orf167-AS1
ENSG00000177000.13	chr1	11785723	11806455	-	20733	MTHFR
ENSG00000011021.23	chr1	11806096	11848079	+	41984	CLCN6
ENSG00000276470.1	chr1	11843812	11843984	+	173	ENSG10010138681.1
ENSG00000278852.1	chr1	11845549	11845697	+	149	ENSG10010135835.1
ENSG00000175206.10	chr1	11845709	11848345	-	2637	NPPA
ENSG00000275915.1	chr1	11847442	11847549	+	108	ENSG10010134403.1
ENSG00000120937.9	chr1	11857464	11858945	-	1482	NPPB
ENSG00000224904.1	chr1	11877770	11880406	+	2637	SBF1P2
ENSG00000285646.2	chr1	11907940	11914298	+	6359	RP5-934G17.7
ENSG00000199347.1	chr1	11908152	11908271	+	120	RNU5E-1
ENSG00000201801.1	chr1	11909808	11909927	-	120	RNU5E-4P
ENSG00000116685.16	chr1	11919591	11926428	-	6838	KIAA2013
ENSG00000083444.17	chr1	11934205	11975538	+	41334	PLOD1
ENSG00000287384.1	chr1	11979533	11980127	-	595	RP5-1077B9.6
ENSG00000116688.18	chr1	11980181	12015211	+	35031	MFN2
ENSG00000270914.1	chr1	12017216	12017308	-	93	RP5-1077B9.5
ENSG00000116691.11	chr1	12019466	12032045	+	12580	MIIP
ENSG00000202461.1	chr1	12024012	12024124	-	113	Y_RNA
ENSG00000276869.1	chr1	12029158	12029222	+	65	MIR6729
ENSG00000243539.3	chr1	12036740	12037014	-	275	RN7SL649P
ENSG00000120949.15	chr1	12063303	12144207	+	80905	TNFRSF8
ENSG00000201135.1	chr1	12077881	12077984	-	104	RNU6-777P
ENSG00000227875.2	chr1	12080293	12080547	-	255	RPL23AP89
ENSG00000285604.1	chr1	12088441	12092264	-	3824	RP11-426M1.3
ENSG00000283789.1	chr1	12166943	12167038	+	96	MIR7846
ENSG00000028137.19	chr1	12166991	12209228	+	42238	TNFRSF1B
ENSG00000263676.1	chr1	12191713	12191773	+	61	MIR4632
ENSG00000225196.2	chr1	12220794	12221109	-	316	RPL10P17
ENSG00000252969.1	chr1	12221148	12221271	-	124	SNORA70
ENSG00000048707.15	chr1	12230030	12512047	+	282018	VPS13D
ENSG00000239149.1	chr1	12507246	12507397	+	152	SNORA59A
ENSG00000229484.1	chr1	12527724	12528420	+	697	LINC02766
ENSG00000162496.9	chr1	12567910	12618210	-	50301	DHRS3
ENSG00000221340.1	chr1	12569972	12570072	-	101	RNU6ATAC18P
ENSG00000276830.1	chr1	12578957	12579023	-	67	MIR6730
ENSG00000272482.1	chr1	12618900	12619244	-	345	RP11-474O21.5
ENSG00000204518.3	chr1	12644085	12667076	+	22992	AADACL4
ENSG00000226166.2	chr1	12692909	12693020	+	112	RP11-474O21.2
ENSG00000188984.12	chr1	12716110	12728760	+	12651	AADACL3
ENSG00000157330.10	chr1	12746200	12763699	+	17500	C1orf158
ENSG00000116726.5	chr1	12773738	12777906	+	4169	PRAMEF12
ENSG00000116721.9	chr1	12791397	12796628	+	5232	PRAMEF1
ENSG00000228338.1	chr1	12822686	12823159	-	474	LINC01784
ENSG00000239810.3	chr1	12824605	12831410	-	6806	PRAMEF11
ENSG00000231103.2	chr1	12838125	12841357	-	3233	PRAMEF30P
ENSG00000179172.10	chr1	12847377	12848720	-	1344	HNRNPCL1
ENSG00000120952.4	chr1	12857086	12861909	+	4824	PRAMEF2
ENSG00000243073.4	chr1	12879212	12886201	-	6990	PRAMEF4
ENSG00000187545.5	chr1	12892896	12898270	-	5375	PRAMEF10
ENSG00000204510.5	chr1	12916610	12920482	+	3873	PRAMEF7
ENSG00000207434.1	chr1	12922554	12922660	+	107	RNU6-1072P
ENSG00000234064.1	chr1	12926162	12928253	+	2092	PRAMEF29P
ENSG00000232423.6	chr1	12938472	12947580	-	9109	PRAMEF6
ENSG00000274178.2	chr1	13029339	13032130	+	2792	PRAMEF28P
ENSG00000274764.6	chr1	13049476	13056575	-	7100	PRAMEF27
ENSG00000277058.3	chr1	13060769	13062878	+	2110	HNRNPCL3
ENSG00000229571.7	chr1	13068677	13077884	+	9208	PRAMEF25
ENSG00000277862.1	chr1	13095179	13097971	-	2793	PRAMEF34P
ENSG00000236179.1	chr1	13104403	13105689	-	1287	PRAMEF35P
ENSG00000275774.3	chr1	13115488	13116854	-	1367	HNRNPCL2
ENSG00000229978.1	chr1	13128818	13131615	+	2798	PRAMEF36P
ENSG00000233336.1	chr1	13146981	13147460	-	480	RP13-221M14.2
ENSG00000280267.4	chr1	13148905	13155961	-	7057	PRAMEF26
ENSG00000179412.11	chr1	13163914	13165631	-	1718	HNRNPCL4
ENSG00000204505.5	chr1	13171848	13179459	+	7612	PRAMEF9
ENSG00000279169.3	chr1	13196188	13201409	-	5222	PRAMEF13
ENSG00000279804.2	chr1	13222705	13226106	-	3402	PRAMEF18
ENSG00000250894.1	chr1	13245863	13248652	+	2790	PRAMEF31P
ENSG00000270601.4	chr1	13254212	13263314	+	9103	PRAMEF5
ENSG00000231219.1	chr1	13273539	13275627	-	2089	PRAMEF32P
ENSG00000207511.1	chr1	13279125	13279231	-	107	RNU6-771P
ENSG00000182330.10	chr1	13281035	13285174	-	4140	PRAMEF8
ENSG00000237700.2	chr1	13303539	13308907	+	5369	PRAMEF33
ENSG00000204501.7	chr1	13315581	13322598	+	7018	PRAMEF15
ENSG00000228229.2	chr1	13324039	13324518	+	480	RP11-219C24.10
ENSG00000204481.8	chr1	13341892	13347134	-	5243	PRAMEF14
ENSG00000204480.8	chr1	13369067	13371900	-	2834	PRAMEF19
ENSG00000204479.4	chr1	13389632	13392629	+	2998	PRAMEF17
ENSG00000204478.10	chr1	13416351	13421328	+	4978	PRAMEF20
ENSG00000162494.6	chr1	13474973	13514003	-	39031	LRRC38
ENSG00000259961.1	chr1	13513220	13516270	+	3051	RP4-597A16.2
ENSG00000215909.3	chr1	13555001	13555694	+	694	BRWD1P1
ENSG00000162493.17	chr1	13583465	13617957	+	34493	PDPN
ENSG00000222952.1	chr1	13623184	13623284	-	101	RNA5SP41
ENSG00000237445.2	chr1	13657311	13659910	-	2600	CTA-520D8.2
ENSG00000253085.1	chr1	13696070	13696199	-	130	ENSG10010140100.1
ENSG00000116731.22	chr1	13700198	13825079	+	124882	PRDM2
ENSG00000189337.17	chr1	13892792	15118043	+	1225252	KAZN
ENSG00000252151.1	chr1	14124233	14124335	-	103	RNU6-1265P
ENSG00000231606.2	chr1	14221887	14304445	-	82559	RP11-344F13.1
ENSG00000234593.3	chr1	14338825	14419973	-	81149	KAZN-AS1
ENSG00000235829.1	chr1	14692129	14692613	-	485	TBCAP2
ENSG00000287756.1	chr1	14774469	14777727	-	3259	RP5-864I18.1
ENSG00000175147.13	chr1	15111815	15153618	-	41804	TMEM51-AS1
ENSG00000171729.14	chr1	15152532	15220478	+	67947	TMEM51
ENSG00000204464.7	chr1	15164344	15171317	-	6974	C1orf195
ENSG00000215720.4	chr1	15191828	15192845	-	1018	MFFP1
ENSG00000278480.1	chr1	15226373	15227549	+	1177	ZBTB2P1
ENSG00000142621.20	chr1	15236521	15400283	+	163763	FHAD1
ENSG00000233485.1	chr1	15326680	15343876	-	17197	FHAD1-AS1
ENSG00000236045.1	chr1	15334166	15335464	-	1299	RP3-467K16.7
ENSG00000228140.2	chr1	15402979	15409433	-	6455	RP3-467K16.4
ENSG00000142634.13	chr1	15409888	15430339	+	20452	EFHD2
ENSG00000162438.12	chr1	15438442	15449242	+	10801	CTRC
ENSG00000142615.8	chr1	15456728	15472091	+	15364	CELA2A
ENSG00000215704.10	chr1	15465909	15491395	+	25487	CELA2B
ENSG00000132906.18	chr1	15490832	15526534	-	35703	CASP9
ENSG00000116138.13	chr1	15526813	15592379	+	65567	DNAJC16
ENSG00000251866.1	chr1	15542165	15542304	+	140	SCARNA21B
ENSG00000272510.1	chr1	15565611	15565956	-	346	RP4-680D5.8
ENSG00000116771.6	chr1	15571699	15585051	-	13353	AGMAT
ENSG00000237301.1	chr1	15586136	15603626	-	17491	RP4-680D5.2
ENSG00000235084.3	chr1	15604597	15605043	+	447	CHCHD2P6
ENSG00000252417.1	chr1	15608078	15608145	-	68	RNU7-179P
ENSG00000236500.1	chr1	15614643	15614867	-	225	CD24P1
ENSG00000197312.12	chr1	15617458	15669044	+	51587	DDI2
ENSG00000215695.1	chr1	15659869	15661722	+	1854	RSC1A1
ENSG00000271742.1	chr1	15682873	15683128	-	256	RP4-680D5.9
ENSG00000116786.13	chr1	15684320	15734769	+	50450	PLEKHM2
ENSG00000237938.5	chr1	15720312	15736896	-	16585	RP11-288I21.1
ENSG00000162461.8	chr1	15736258	15741392	+	5135	SLC25A34
ENSG00000224459.1	chr1	15740051	15749896	-	9846	SLC25A34-AS1
ENSG00000162460.7	chr1	15742499	15747982	+	5484	TMEM82
ENSG00000162458.13	chr1	15756607	15786594	+	29988	FBLIM1
ENSG00000224321.1	chr1	15792796	15793285	+	490	RPL12P14
ENSG00000233954.6	chr1	15807169	15809348	-	2180	UQCRHL
ENSG00000178715.8	chr1	15828232	15828669	+	438	RP11-169K16.8
ENSG00000179743.4	chr1	15834474	15848147	-	13674	FLJ37453
ENSG00000065526.12	chr1	15836095	15940456	+	104362	SPEN
ENSG00000270620.1	chr1	15917698	15917908	-	211	RP1-134O19.3
ENSG00000116809.12	chr1	15941869	15976132	-	34264	ZBTB17
ENSG00000234607.2	chr1	15969632	15970194	+	563	RP11-5P18.1
ENSG00000231353.1	chr1	15988182	15988441	+	260	RP11-5P18.3
ENSG00000275503.1	chr1	15989140	15989375	-	236	RP11-5P18.11
ENSG00000224966.4	chr1	15989871	15994751	+	4881	TBC1D3P6
ENSG00000183888.4	chr1	16004236	16008807	+	4572	SRARP
ENSG00000233078.1	chr1	16006160	16006671	-	512	RP11-5P18.5
ENSG00000173641.18	chr1	16014028	16019594	-	5567	HSPB7
ENSG00000186510.12	chr1	16018875	16034050	+	15176	CLCNKA
ENSG00000232456.1	chr1	16035178	16040029	-	4852	RP11-5P18.10
ENSG00000184908.19	chr1	16040252	16057311	+	17060	CLCNKB
ENSG00000185519.9	chr1	16057769	16073651	-	15883	FAM131C
ENSG00000142627.13	chr1	16124337	16156069	-	31733	EPHA2
ENSG00000227959.1	chr1	16155211	16157329	+	2119	RP11-276H7.2
ENSG00000224621.1	chr1	16159266	16161883	+	2618	RP11-276H7.3
ENSG00000234166.1	chr1	16197854	16198357	+	504	ARHGEF19-AS1
ENSG00000142632.17	chr1	16197854	16212652	-	14799	ARHGEF19
ENSG00000237276.8	chr1	16215909	16228027	-	12119	ANO7L1
ENSG00000288398.1	chr1	16228674	16231335	-	2662	RP4-733M16.8
ENSG00000132881.12	chr1	16231692	16237183	-	5492	CPLANE2
ENSG00000233929.1	chr1	16241213	16241398	-	186	MT1XP1
ENSG00000037637.11	chr1	16246840	16352480	-	105641	FBXO42
ENSG00000055070.17	chr1	16352575	16398145	+	45571	SZRD1
ENSG00000226457.1	chr1	16369150	16369530	-	381	RPL22P3
ENSG00000187144.11	chr1	16387117	16437424	-	50308	SPATA21
ENSG00000157191.20	chr1	16440721	16460078	+	19358	NECAP2
ENSG00000226029.1	chr1	16460948	16468481	+	7534	LINC01772
ENSG00000080947.15	chr1	16467436	16499257	-	31822	CROCCP3
ENSG00000206652.1	chr1	16514122	16514285	-	164	RNU1-1
ENSG00000261135.1	chr1	16514645	16515754	+	1110	RP4-798A10.7
ENSG00000285853.1	chr1	16515034	16521788	+	6755	RP4-798A10.8
ENSG00000224174.2	chr1	16520694	16521796	+	1103	RP4-798A10.4
ENSG00000233421.5	chr1	16533886	16535649	-	1764	LINC01783
ENSG00000277344.1	chr1	16534081	16534224	-	144	RNU1-6P
ENSG00000225710.1	chr1	16548651	16552531	-	3881	PDE4DIPP8
ENSG00000219481.10	chr1	16562319	16613562	-	51244	NBPF1
ENSG00000271732.1	chr1	16617391	16617729	+	339	RP5-1182A14.5
ENSG00000215908.10	chr1	16618253	16657232	-	38980	CROCCP2
ENSG00000283773.1	chr1	16642767	16643109	-	343	RP5-1182A14.8
ENSG00000186301.8	chr1	16645622	16650289	+	4668	MST1P2
ENSG00000282143.1	chr1	16656879	16667524	+	10646	RP1-163M9.8
ENSG00000207513.1	chr1	16666785	16666948	-	164	RNU1-3
ENSG00000280114.1	chr1	16681097	16688749	-	7653	RP5-875O13.7
ENSG00000236698.1	chr1	16685621	16686055	-	435	EIF1AXP1
ENSG00000268869.6	chr1	16687339	16720157	-	32819	ESPNP
ENSG00000279151.1	chr1	16701546	16705594	+	4049	RP1-163M9.7
ENSG00000282740.1	chr1	16739938	16750589	-	10652	RP5-1182A14.7
ENSG00000058453.17	chr1	16740273	16972964	+	232692	CROCC
ENSG00000227684.2	chr1	16740280	16750968	+	10689	CROCCP4
ENSG00000207389.1	chr1	16740516	16740679	+	164	RNU1-4
ENSG00000186715.11	chr1	16754910	16770237	-	15328	MST1L
ENSG00000223643.6	chr1	16851257	16853129	-	1873	RP11-108M9.1
ENSG00000230239.1	chr1	16855407	16859284	+	3878	PDE4DIPP9
ENSG00000263811.1	chr1	16858949	16859021	-	73	MIR3675
ENSG00000228549.5	chr1	16870945	16883659	+	12715	RP11-108M9.3
ENSG00000277234.1	chr1	16873708	16873851	+	144	RNU1-5P
ENSG00000238142.2	chr1	16887577	16889706	-	2130	RP11-108M9.4
ENSG00000235241.1	chr1	16889095	16889602	+	508	RP11-108M9.5
ENSG00000207005.1	chr1	16895980	16896143	+	164	RNU1-2
ENSG00000272426.1	chr1	16904339	16904776	-	438	RP11-108M9.6
ENSG00000117122.14	chr1	16974502	16980632	-	6131	MFAP2
ENSG00000286898.1	chr1	16976302	16977792	+	1491	RP1-37C10.7
ENSG00000226526.1	chr1	16978926	17005091	+	26166	RP1-37C10.3
ENSG00000159363.19	chr1	16985958	17011928	-	25971	ATP13A2
ENSG00000288636.1	chr1	17005068	17011757	-	6690	RP1-37C10.8
ENSG00000117118.10	chr1	17018722	17054032	-	35311	SDHB
ENSG00000117115.13	chr1	17066761	17119451	-	52691	PADI2
ENSG00000204362.6	chr1	17189783	17197617	+	7835	LINC02783
ENSG00000282843.1	chr1	17193232	17201733	-	8502	RP11-380J14.4
ENSG00000142623.11	chr1	17205128	17246007	+	40880	PADI1
ENSG00000142619.4	chr1	17249098	17284233	+	35136	PADI3
ENSG00000266634.1	chr1	17277889	17277975	+	87	MIR3972
ENSG00000159339.13	chr1	17308195	17364004	+	55810	PADI4
ENSG00000276747.1	chr1	17372196	17401699	+	29504	PADI6
ENSG00000227751.1	chr1	17406760	17407382	+	623	RCC2-AS1
ENSG00000179051.14	chr1	17406760	17439677	-	32918	RCC2
ENSG00000074964.17	chr1	17539698	17697874	+	158177	ARHGEF10L
ENSG00000236648.2	chr1	17717625	17749978	+	32354	LINC02810
ENSG00000117148.8	chr1	17755333	17827063	+	71731	ACTL8
ENSG00000284653.1	chr1	18015712	18045612	+	29901	RP11-658E23.1
ENSG00000261781.1	chr1	18065657	18074412	+	8756	LINC01654
ENSG00000117154.12	chr1	18107798	18378483	+	270686	IGSF21
ENSG00000280222.1	chr1	18109389	18115861	+	6473	RP11-174G17.3
ENSG00000230035.2	chr1	18166929	18179346	-	12418	IGSF21-AS1
ENSG00000225387.1	chr1	18385829	18388514	+	2686	RP11-422P22.1
ENSG00000179023.9	chr1	18480930	18485974	+	5045	KLHDC7A
ENSG00000235282.3	chr1	18513118	18513383	+	266	DYNLL1P3
ENSG00000225478.2	chr1	18595414	18595636	+	223	RP1-8B22.2
ENSG00000009709.12	chr1	18630846	18748866	+	118021	PAX7
ENSG00000179002.5	chr1	18839599	18859682	-	20084	TAS1R2
ENSG00000159423.17	chr1	18871430	18902724	-	31295	ALDH4A1
ENSG00000265606.1	chr1	18883202	18883275	-	74	MIR4695
ENSG00000221662.1	chr1	18897071	18897148	-	78	MIR1290
ENSG00000169991.11	chr1	18904280	18956676	-	52397	IFFO2
ENSG00000272084.1	chr1	19072110	19075511	-	3402	RP5-1126H10.2
ENSG00000127481.15	chr1	19074510	19210266	-	135757	UBR4
ENSG00000230424.1	chr1	19210501	19240704	+	30204	EMC1-AS1
ENSG00000127463.15	chr1	19215660	19251527	-	35868	EMC1
ENSG00000053372.5	chr1	19251805	19260128	+	8324	MRTO4
ENSG00000286064.1	chr1	19260521	19262307	-	1787	RP4-657E11.11
ENSG00000211454.15	chr1	19265982	19274194	-	8213	AKR7L
ENSG00000162482.5	chr1	19282573	19288770	-	6198	AKR7A3
ENSG00000270728.1	chr1	19297080	19297903	+	824	RP4-657E11.10
ENSG00000053371.13	chr1	19303965	19312144	-	8180	AKR7A2
ENSG00000200403.1	chr1	19305076	19305182	-	107	RNU6-1099P
ENSG00000040487.13	chr1	19312326	19329300	+	16975	SLC66A1
ENSG00000077549.19	chr1	19338775	19485539	-	146765	CAPZB
ENSG00000240490.3	chr1	19424384	19424671	+	288	RN7SL277P
ENSG00000173436.15	chr1	19484403	19629821	+	145419	MICOS10
ENSG00000201609.1	chr1	19510593	19510733	+	141	RNU4-28P
ENSG00000235185.1	chr1	19591802	19596832	-	5031	RP5-1056L3.1
ENSG00000158747.15	chr1	19596979	19658456	+	61478	NBL1
ENSG00000270136.6	chr1	19597067	19656927	+	59861	MICOS10-NBL1
ENSG00000226396.1	chr1	19608114	19608568	+	455	RP5-1056L3.3
ENSG00000158748.4	chr1	19664875	19680966	+	16092	HTR6
ENSG00000162542.14	chr1	19682240	19799945	-	117706	TMCO4
ENSG00000178828.7	chr1	19814029	19815283	-	1255	RNF186
ENSG00000235434.1	chr1	19814367	19819502	+	5136	RP11-91K11.2
ENSG00000169914.6	chr1	19882395	19912945	+	30551	OTUD3
ENSG00000188784.4	chr1	19920009	19923617	-	3609	PLA2G2E
ENSG00000242688.3	chr1	19970969	19971269	+	301	RN7SL304P
ENSG00000188257.12	chr1	19975431	19980416	-	4986	PLA2G2A
ENSG00000127472.11	chr1	20028179	20091911	+	63733	PLA2G5
ENSG00000117215.15	chr1	20111939	20119566	-	7628	PLA2G2D
ENSG00000158786.5	chr1	20139323	20150381	+	11059	PLA2G2F
ENSG00000227066.2	chr1	20154171	20160568	+	6398	RP3-340N1.2
ENSG00000187980.7	chr1	20161253	20186518	-	25266	PLA2G2C
ENSG00000162543.6	chr1	20186096	20196050	+	9955	UBXN10
ENSG00000228105.2	chr1	20243095	20244664	+	1570	LINC01757
ENSG00000284710.1	chr1	20272018	20275005	+	2988	RP3-340N1.7
ENSG00000158816.16	chr1	20290875	20359518	+	68644	VWA5B1
ENSG00000226664.1	chr1	20294211	20323187	-	28977	RP4-745E8.2
ENSG00000236963.7	chr1	20360579	20431234	-	70656	LINC01141
ENSG00000226487.1	chr1	20412304	20413253	-	950	RP4-749H3.2
ENSG00000284641.1	chr1	20476222	20478937	+	2716	RP4-749H3.4
ENSG00000284743.1	chr1	20478779	20480397	-	1619	RP4-749H3.3
ENSG00000162545.6	chr1	20482391	20486210	-	3820	CAMK2N1
ENSG00000090432.7	chr1	20499448	20508151	-	8704	MUL1
ENSG00000215520.3	chr1	20525989	20526751	+	763	RPS4XP4
ENSG00000183114.8	chr1	20552573	20555020	+	2448	FAM43B
ENSG00000158825.6	chr1	20589086	20618903	+	29818	CDA
ENSG00000158828.8	chr1	20633458	20651511	+	18054	PINK1
ENSG00000284005.1	chr1	20633679	20633788	+	110	MIR6084
ENSG00000117242.7	chr1	20642657	20652193	-	9537	PINK1-AS
ENSG00000244038.11	chr1	20651767	20661544	-	9778	DDOST
ENSG00000117245.13	chr1	20664014	20718017	-	54004	KIF17
ENSG00000235432.1	chr1	20692734	20694013	-	1280	RP5-930J4.5
ENSG00000189410.12	chr1	20719731	20732837	-	13107	SH2D5
ENSG00000233069.1	chr1	20732880	20733952	+	1073	RP5-930J4.2
ENSG00000127483.19	chr1	20740266	20787323	-	47058	HP1BP3
ENSG00000075151.23	chr1	20806292	21176888	-	370597	EIF4G3
ENSG00000251914.1	chr1	20841241	20841302	+	62	RNU7-200P
ENSG00000221808.1	chr1	20988314	20988432	-	119	MIR1256
ENSG00000233072.1	chr1	21003550	21003934	-	385	RPS15AP6
ENSG00000236073.2	chr1	21073639	21073753	-	115	RP11-487E1.2
ENSG00000235112.1	chr1	21161475	21162081	+	607	HSPE1P27
ENSG00000287192.1	chr1	21177054	21178164	+	1111	RP3-329E20.3
ENSG00000117298.16	chr1	21217247	21345572	-	128326	ECE1
ENSG00000236936.1	chr1	21266082	21267251	+	1170	RP3-329E20.2
ENSG00000231105.2	chr1	21293290	21299874	+	6585	ECE1-AS1
ENSG00000236216.5	chr1	21397987	21398362	+	376	PPP1R11P1
ENSG00000228823.1	chr1	21411460	21413293	-	1834	PDE4DIPP10
ENSG00000236009.1	chr1	21415898	21417492	+	1595	RP11-293F5.1
ENSG00000227001.3	chr1	21424625	21427967	-	3343	NBPF2P
ENSG00000187952.9	chr1	21428303	21429536	+	1234	HS6ST1P1
ENSG00000186543.7	chr1	21434318	21437558	+	3241	CROCCP5
ENSG00000142794.19	chr1	21440128	21485005	+	44878	NBPF3
ENSG00000176378.8	chr1	21459756	21460082	-	327	PFN1P10
ENSG00000162551.14	chr1	21509397	21578410	+	69014	ALPL
ENSG00000233431.1	chr1	21586472	21591187	+	4716	LINC02596
ENSG00000076864.20	chr1	21596215	21669363	-	73149	RAP1GAP
ENSG00000090686.16	chr1	21678298	21783606	-	105309	USP48
ENSG00000231978.2	chr1	21768269	21768575	+	307	RP11-132G19.3
ENSG00000187942.12	chr1	21812265	21825225	+	12961	LDLRAD2
ENSG00000142798.20	chr1	21822244	21937310	-	115067	HSPG2
ENSG00000232037.3	chr1	21908098	21908580	+	483	RP11-26H16.1
ENSG00000283234.1	chr1	21950679	21956871	-	6193	RP11-26H16.4
ENSG00000219073.8	chr1	21977022	21998642	+	21621	CELA3B
ENSG00000285959.1	chr1	21983606	22030617	+	47012	RP1-224A6.11
ENSG00000273610.1	chr1	21987481	21987777	+	297	RN7SL386P
ENSG00000201919.1	chr1	21987816	21987919	+	104	RNU6-1022P
ENSG00000142789.20	chr1	22001657	22012542	+	10886	CELA3A
ENSG00000278124.1	chr1	22010650	22010946	+	297	RN7SL186P
ENSG00000201273.1	chr1	22010985	22011088	+	104	RNU6-776P
ENSG00000228397.3	chr1	22023990	22026048	-	2059	LINC01635
ENSG00000218510.9	chr1	22024558	22031223	+	6666	LINC00339
ENSG00000070831.17	chr1	22025511	22101360	+	75850	CDC42
ENSG00000285752.1	chr1	22028317	22052927	-	24611	CDC42-AS1
ENSG00000285794.1	chr1	22030527	22030748	+	222	RP1-224A6.10
ENSG00000230068.2	chr1	22059197	22064199	+	5003	CDC42-IT1
ENSG00000271428.1	chr1	22068340	22068827	-	488	MPHOSPH6P1
ENSG00000162552.15	chr1	22117313	22143969	-	26657	WNT4
ENSG00000285873.1	chr1	22142850	22157401	+	14552	RP1-163O16.1
ENSG00000266564.1	chr1	22266239	22266300	+	62	MIR4418
ENSG00000234397.3	chr1	22322840	22323331	-	492	PPIAP34
ENSG00000279625.1	chr1	22364630	22366482	-	1853	RP11-415K20.2
ENSG00000184677.18	chr1	22428838	22531157	+	102320	ZBTB40
ENSG00000237200.1	chr1	22517474	22519708	+	2235	ZBTB40-IT1
ENSG00000070886.12	chr1	22563489	22603595	+	40107	EPHA8
ENSG00000276835.2	chr1	22633258	22633366	-	109	MIR6127
ENSG00000173372.17	chr1	22636628	22639678	+	3051	C1QA
ENSG00000159189.12	chr1	22643633	22648110	+	4478	C1QC
ENSG00000173369.17	chr1	22652762	22661637	+	8876	C1QB
ENSG00000133216.17	chr1	22710839	22921500	+	210662	EPHB2
ENSG00000265422.1	chr1	22719517	22719598	+	82	MIR4684
ENSG00000225952.1	chr1	22835713	22836849	-	1137	RP11-69E9.1
ENSG00000264014.1	chr1	22863159	22863226	-	68	MIR4253
ENSG00000215906.8	chr1	22953043	22965338	-	12296	LACTBL1
ENSG00000227868.6	chr1	23010834	23015852	-	5019	TEX46
ENSG00000004487.17	chr1	23019443	23083689	+	64247	KDM1A
ENSG00000240553.1	chr1	23020147	23088058	-	67912	RP1-184J9.2
ENSG00000263793.1	chr1	23044305	23044372	+	68	MIR3115
ENSG00000266802.1	chr1	23057858	23057934	-	77	ENSG00000266802
ENSG00000169641.13	chr1	23084023	23177808	-	93786	LUZP1
ENSG00000229010.1	chr1	23140325	23141142	+	818	RP5-979D14.1
ENSG00000206935.1	chr1	23162704	23162810	+	107	RNU6-514P
ENSG00000252578.1	chr1	23163953	23164053	+	101	RNU6-135P
ENSG00000179546.5	chr1	23191895	23217502	-	25608	HTR1D
ENSG00000215381.3	chr1	23244765	23245224	+	460	RP5-1057J7.1
ENSG00000261326.4	chr1	23281307	23287488	-	6182	LINC01355
ENSG00000284726.1	chr1	23297797	23302866	+	5070	RP5-1057J7.8
ENSG00000125944.21	chr1	23303771	23344336	-	40566	HNRNPR
ENSG00000125945.15	chr1	23359448	23369836	-	10389	ZNF436
ENSG00000249087.7	chr1	23368997	23371839	+	2843	ZNF436-AS1
ENSG00000201405.1	chr1	23370254	23370346	+	93	Y_RNA
ENSG00000271420.1	chr1	23378380	23379029	-	650	RP5-1057J7.7
ENSG00000204219.11	chr1	23380909	23424748	-	43840	TCEA3
ENSG00000232482.2	chr1	23410832	23412146	+	1315	RP4-654C18.1
ENSG00000088280.19	chr1	23428563	23484568	-	56006	ASAP3
ENSG00000007968.7	chr1	23506438	23531233	-	24796	E2F2
ENSG00000235052.1	chr1	23549139	23550915	-	1777	RP1-150O5.3
ENSG00000117318.9	chr1	23557926	23559501	-	1576	ID3
ENSG00000285802.1	chr1	23576436	23593621	-	17186	RP1-150O5.4
ENSG00000197880.9	chr1	23581495	23640568	+	59074	MDS2
ENSG00000229239.2	chr1	23670294	23680259	+	9966	RP11-223J15.2
ENSG00000142676.14	chr1	23691742	23696835	+	5094	RPL11
ENSG00000236810.6	chr1	23706901	23778296	-	71396	ELOA-AS1
ENSG00000011007.12	chr1	23743155	23762059	+	18905	ELOA
ENSG00000057757.10	chr1	23778418	23788232	+	9815	PITHD1
ENSG00000011009.11	chr1	23791145	23795539	+	4395	LYPLA2
ENSG00000117308.15	chr1	23795599	23800781	-	5183	GALE
ENSG00000117305.15	chr1	23801885	23838620	-	36736	HMGCL
ENSG00000179163.12	chr1	23845077	23868290	-	23214	FUCA1
ENSG00000188822.8	chr1	23870515	23913362	-	42848	CNR2
ENSG00000229106.1	chr1	23901471	23902737	-	1267	BTBD6P1
ENSG00000232557.3	chr1	23907111	23907885	+	775	RP11-4M23.3
ENSG00000264926.1	chr1	23929070	23929147	+	78	MIR378F
ENSG00000230228.2	chr1	23949016	23949383	-	368	H3P1
ENSG00000189266.13	chr1	23956839	23963462	+	6624	PNRC2
ENSG00000188529.15	chr1	23964347	23980927	-	16581	SRSF10
ENSG00000215905.4	chr1	24007881	24008519	-	639	RP11-4M23.7
ENSG00000225315.2	chr1	24040835	24086799	+	45965	RP11-293P20.2
ENSG00000142661.19	chr1	24056035	24112135	-	56101	MYOM3
ENSG00000230703.1	chr1	24066774	24083565	+	16792	MYOM3-AS1
ENSG00000142677.4	chr1	24119771	24143140	-	23370	IL22RA1
ENSG00000185436.12	chr1	24154168	24187959	-	33792	IFNLR1
ENSG00000230023.2	chr1	24200240	24211693	+	11454	LINC02800
ENSG00000232298.2	chr1	24307556	24321901	-	14346	GRHL3-AS1
ENSG00000158055.16	chr1	24319357	24364482	+	45126	GRHL3
